ID,Restaurant,Address,Time,Price,District,Lowest_price,Highest_price,Average_price
428,Gà Rán Chicken Plus - Trần Quốc Toản,"55 Trần Quốc Toản, P. 8, Quận 3, TP. HCM",00:00 - 00:00,35.000 - 219.000,Quận 3,35000,219000,127000.0
429,Hương Hà Nội - Bún Chả & Bún Đậu - Nguyễn Sơn Hà,"35 Nguyễn Sơn Hà, P. 5, Quận 3, TP. HCM",00:00 - 00:00,35.000 - 100.000,Quận 3,35000,100000,67500.0
430,Cháo Sườn Kim Oanh - Lê Văn Sỹ,"Mặt Tiền Chợ Nguyễn Văn Trỗi, Đường Lê Văn Sỹ, Quận 3, TP. HCM",06:00 - 12:30,15.000 - 30.000,Quận 3,15000,30000,22500.0
431,Bánh Tráng Trộn Giàu,"260 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",00:00 - 00:00,10.000 - 20.000,Quận 3,10000,20000,15000.0
432,Xôi Xéo Lá Sen,"148A Lý Chính Thắng, P. 7, Quận 3, TP. HCM",06:30 - 12:30 | 17:00 - 19:30,15.000 - 20.000,Quận 3,15000,20000,17500.0
433,Bánh Tráng Tỏi 019 - Trần Quang Diệu,"019 Lô B Chung Cư Trần Quang Diệu, Trần Quang Diệu, P. 13, Quận 3, TP. HCM",00:00 - 00:00,10.000 - 20.000,Quận 3,10000,20000,15000.0
434,Bột Chiên Đạt Thành,"277 Võ Văn Tần, P. 5, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 33.000,Quận 3,20000,33000,26500.0
435,Lẩu Gà Lá É Phú Yên Hội Ngộ - 716B Trường Sa,"716B Trường Sa, P. 14, Quận 3, TP. HCM",00:00 - 00:00,50.000 - 200.000,Quận 3,50000,200000,125000.0
436,Cô Na - Xôi Chiên & Chuối Chiên 5 Sao,"20 Kì Đồng, P. 9, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 30.000,Quận 3,25000,30000,27500.0
437,Há Cảo & Xíu Mại Nhà Làm 385 - Nguyễn Đình Chiểu,"385/41 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",00:00 - 00:00,0 - 0,Quận 3,0,0,0.0
438,Mì Xí Quách 315,"315/20C Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",07:00 - 12:00,30.000 - 40.000,Quận 3,30000,40000,35000.0
439,Mi En House Salad - Healthy Food & Eatclean,"284/4B Võ Văn Tần, P. 5, Quận 3, TP. HCM",00:00 - 00:00,38.000 - 48.000,Quận 3,38000,48000,43000.0
440,Xôi Déo - Kỳ Đồng,"14/12 Kỳ A4 Kỳ Đồng, P. 9, Quận 3, TP. HCM",06:30 - 16:00,15.000 - 70.000,Quận 3,15000,70000,42500.0
441,BaaBoo - Bánh Tươi Nhà Làm,"129/18 Lý Chính Thắng, P. Võ Thị Sáu, Quận 3, TP. HCM",00:00 - 00:00,75.000 - 140.000,Quận 3,75000,140000,107500.0
442,Cháo Ếch Senta - Trần Cao Vân,"41 Trần Cao Vân, P. 6, Quận 3, TP. HCM",00:00 - 00:00,60.000 - 60.000,Quận 3,60000,60000,60000.0
443,Bánh Mì Chay Vạn Phước - Món Chay - Lê Văn Sỹ,"195 Lê Văn Sỹ, Phường 13, Quận 3, TP. HCM",06:00 - 21:00,0 - 0,Quận 3,0,0,0.0
444,Phá Lấu Dì Mai,"165/3 Trần Văn Đang, P. 11, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 25.000,Quận 3,20000,25000,22500.0
445,The Fitchicken - Shop Online - Trần Văn Đang,"171B Trần Văn Đang, P. 11, Quận 3, TP. HCM",00:00 - 00:00,50.000 - 200.000,Quận 3,50000,200000,125000.0
446,Bánh Giò Nem Chả Dì Linh - Hai Bà Trưng,"Vỉa Hè 185 Hai Bà Trưng, Quận 3, TP. HCM",00:00 - 00:00,15.000 - 25.000,Quận 3,15000,25000,20000.0
447,Phở Chua Lạng Sơn - Nguyễn Thiện Thuật,"242/101 Nguyễn Thiện Thuật, P. 3, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 39.000,Quận 3,25000,39000,32000.0
448,Bánh Mì Phô Mai Tan Chảy - Crepe Sầu Riêng Online,"21/8 Trần Văn Đang, P. 9, Quận 3, TP. HCM",00:00 - 00:00,80.000 - 150.000,Quận 3,80000,150000,115000.0
449,Bánh Tráng Trộn - 147 Nguyễn Thượng Hiền,"147 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",00:00 - 00:00,10.000 - 50.000,Quận 3,10000,50000,30000.0
450,"Mì Ý, Bánh Canh Trảng Bàng & Bún Chả Giò - Cô Ba Hiền","Số 11 Đường Số 5, P. 4, Quận 3, TP. HCM",00:00 - 00:00,0 - 0,Quận 3,0,0,0.0
451,Texas Chicken - Cao Thắng,"64 Cao Thắng, P. 04, Quận 3, TP. HCM",00:00 - 00:00,50.000 - 220.000,Quận 3,50000,220000,135000.0
452,Cơm Tấm Cali - Võ Văn Tần,"449 Võ Văn Tần, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 66.000,Quận 3,25000,66000,45500.0
453,Steakzone Quận 3 - Quán Ăn - 491/2 Nguyễn Đình Chiểu,"491/2 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",00:00 - 00:00,0 - 0,Quận 3,0,0,0.0
454,Chè Chuối Nướng Nam Bộ Út Lúa - Lý Chính Thắng,"226 Lý Chính Thắng, P. 9, Quận 3, TP. HCM",00:00 - 00:00,10.000 - 22.000,Quận 3,10000,22000,16000.0
455,Lẩu Bò Nhà Gỗ - Lý Thái Tổ,"162 Lý Thái Tổ, P. 1, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 150.000,Quận 3,20000,150000,85000.0
456,No.96 - Quán 96 Lẩu & Nướng,"117 Võ Văn Tần, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 220.000,Quận 3,30000,220000,125000.0
457,Ẩm thực Thai Lan - Món Thái - Thai Market Restaurant - 95 Cao Thắng,"95 Cao Thắng, P. 3, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 300.000,Quận 3,30000,300000,165000.0
458,Chè Kỳ Đồng,"16C Kỳ Đồng, P. 9, Quận 3, TP. HCM",00:00 - 00:00,10.000 - 22.000,Quận 3,10000,22000,16000.0
459,Jjang! - Cơm Trộn Hàn Quốc - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,10.000 - 100.000,Quận 3,10000,100000,55000.0
460,Kai - Mì Trộn Indomie,"184/18 Lý Chính Thắng, P. 9, Quận 3, TP. HCM",00:00 - 00:00,15.000 - 31.000,Quận 3,15000,31000,23000.0
461,Nhà Hàng Bà Cô Lốc Cốc - Trần Cao Vân,"40A Trần Cao Vân, P. Võ Thị Sáu, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 100.000,Quận 3,20000,100000,60000.0
462,Bánh Xèo Miền Tây - Trần Văn Đang,"139 Trần Văn Đang, Quận 3, TP. HCM",00:00 - 00:00,5.000 - 25.000,Quận 3,5000,25000,15000.0
463,Bánh Tráng Cô Tuyền - Hoàng Sa,"453 Hoàng Sa, P. 8, Quận 3, TP. HCM",00:00 - 00:00,5.000 - 135.000,Quận 3,5000,135000,70000.0
464,Bánh Bông Lan Trứng Muối An Phú - Shop Online,"108/46 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",00:00 - 00:00,50.000 - 180.000,Quận 3,50000,180000,115000.0
465,Cơm Gà Thượng Hải - Ẩm Thực Trung Hoa,"21 - 23 Võ Văn Tần, P. 6, Quận 3, TP. HCM",00:00 - 00:00,65.000 - 165.000,Quận 3,65000,165000,115000.0
466,Sữa Chua Trân Châu Hạ Long - Lê Văn Sỹ,"294 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",00:00 - 00:00,10.000 - 50.000,Quận 3,10000,50000,30000.0
467,Châu Sài Gòn - Bánh Trái Cây Đậu Xanh,"1098 Trường Sa, P. 12, Quận 3, TP. HCM",00:00 - 00:00,50.000 - 100.000,Quận 3,50000,100000,75000.0
468,Pikachu - Bánh Mì Cay Hải Phòng,"71 Đường Số 4, P. 4, Quận 3, TP. HCM",07:00 - 21:00,5.000 - 20.000,Quận 3,5000,20000,12500.0
469,4GsTexas Bakery - Võ Văn Tần,"447 Võ Văn Tần, P. 5, Quận 3, TP. HCM",07:00 - 21:00,15.000 - 350.000,Quận 3,15000,350000,182500.0
470,Cơm Chiên Chảo Lửa - Gà Xối Mỡ - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,10.000 - 100.000,Quận 3,10000,100000,55000.0
471,Ếch Xanh - Hồ Xuân Hương,"55A Hồ Xuân Hương, P. Võ Thị Sáu, Quận 3, TP. HCM",00:00 - 00:00,100.000 - 330.000,Quận 3,100000,330000,215000.0
472,Tuyết - Cháo Lòng 408,"408/8 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",00:00 - 23:59,2.000 - 20.000,Quận 3,2000,20000,11000.0
473,Bánh Mì Chim Chạy - Cách Mạng Tháng 8,"173 Cách Mạng Tháng 8, P. 5, Quận 3, TP. HCM",06:00 - 22:00,20.000 - 72.000,Quận 3,20000,72000,46000.0
474,Bò Né - Bà Huyện Thanh Quan,"105B Bà Huyện Thanh Quan, P. 7, Quận 3, TP. HCM",07:00 - 12:00,30.000 - 60.000,Quận 3,30000,60000,45000.0
475,Lucky You - Bánh Mì Kem Tươi Thái Lan - Cách Mạng Tháng 8,"210/3B Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 00:00,0 - 0,Quận 3,0,0,0.0
476,Bún Đậu Mắm Tôm A Chảnh - Lê Văn Sỹ,"211 Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 57.000,Quận 3,25000,57000,41000.0
477,Dì Yến Bến Tre - Bún Thịt Xào,"237/84B Trần Văn Đang, P. 11, Quận 3, TP. HCM",07:00 - 13:50,25.000 - 50.000,Quận 3,25000,50000,37500.0
478,Giò Chả Thùy Trang,"116/29 Vườn Chuối, P. 4, Quận 3, TP. HCM",06:00 - 18:00,10.000 - 160.000,Quận 3,10000,160000,85000.0
479,Bắp Nướng Mỡ Hành Hẻm 174 Nguyễn Thiện Thuật,"174/21 Nguyễn Thiện Thuật, P. 3, Quận 3, TP. HCM",00:00 - 00:00,10.000 - 12.000,Quận 3,10000,12000,11000.0
480,Mầm - Healthyfood - Tú Xương,"6C Tú Xương, P. Võ Thị Sáu, Quận 3, TP. HCM",00:00 - 00:00,10.000 - 69.000,Quận 3,10000,69000,39500.0
481,Chị Lan - Bắp Xào & Cá Bò Viên Chiên - 299A Lê Văn Sỹ,"299A Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",00:00 - 00:00,7.000 - 30.000,Quận 3,7000,30000,18500.0
482,Bếp Chay Phạm Hồng Phước - Võ Thị Sáu,"146/1 Võ Thị Sáu, P. 8, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 120.000,Quận 3,25000,120000,72500.0
483,Bánh Mì Chiên Tôm Hiếu Thi 91 - Nguyễn Thượng Hiền,"61 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",00:00 - 00:00,0 - 0,Quận 3,0,0,0.0
484,Hao Thai - Bún Thái Cay - Võ Văn Tần,"299B Võ Văn Tần, P. 5, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 80.000,Quận 3,30000,80000,55000.0
485,An Teahouse - Lẩu Tô Topping Và Sụn Gà Chiên,"290/1B Lý Thái Tổ, P. 1, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 80.000,Quận 3,20000,80000,50000.0
486,Manwah Taiwanese Hotpot - Cao Thắng Mall,"Tầng 2, Tầng 2 Cao Thắng Mall, 19 Cao Thắng, P. 2, Quận 3, TP. HCM",00:00 - 00:00,390.000 - 480.000,Quận 3,390000,480000,435000.0
487,Mì Quảng 85,"Hẻm 85 Trần Quang Diệu, P.13, Quận 3, TP. HCM",06:00 - 12:00 | 14:00 - 22:00,30.000 - 60.000,Quận 3,30000,60000,45000.0
488,Bánh Su Que - Nguyễn Thông,"89 Nguyễn Thông, P. 9, Quận 3, TP. HCM",07:30 - 20:00,10.000 - 55.000,Quận 3,10000,55000,32500.0
489,Lẩu Cá Kèo Bà Huyện - 18 Bà Huyện Thanh Quan,"18 Bà Huyện Thanh Quan, P. 6, Quận 3, TP. HCM",00:00 - 00:00,40.000 - 190.000,Quận 3,40000,190000,115000.0
490,Giò Chả Nghĩa - Nguyễn Đình Chiểu,"565 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",06:00 - 18:00,20.000 - 937.000,Quận 3,20000,937000,478500.0
491,Mì Trộn Park Kim Thang - Lý Chính Thắng,"148I Lý Chính Thắng, P. 14, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 55.000,Quận 3,30000,55000,42500.0
492,Cơm Tấm Tiên - Cách Mạng Tháng 8,"388A Cách Mạng Tháng 8, Quận 3, TP. HCM",00:00 - 06:00 | 21:30 - 23:59,25.000 - 35.000,Quận 3,25000,35000,30000.0
493,Há Cảo Vườn Chuối - Dimsum 20 Loại,"18/21 Vườn Chuối, P. 4, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 50.000,Quận 3,30000,50000,40000.0
494,Bánh Mì Tuấn Mập - Pasteur,"196 Pasteur, Quận 3, TP. HCM",06:00 - 20:00,15.000 - 20.000,Quận 3,15000,20000,17500.0
495,Bột Chiên & Mì Xào Bò,"294 Trần Văn Đang, P. 10, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 30.000,Quận 3,20000,30000,25000.0
496,Mercini Bakery - Shop Online,"2/27A Cao Thắng, P. 5, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 45.000,Quận 3,25000,45000,35000.0
497,Mi Blythe - Bánh Macaron,"57 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 50.000,Quận 3,20000,50000,35000.0
498,Green & Young - Healthy Food Store,"18/47 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",00:00 - 00:00,32.000 - 35.000,Quận 3,32000,35000,33500.0
499,Cô Lùn - Bún Thịt Nướng & Cơm Tấm,"429/12F Lê Văn Sỹ, Quận 3, TP. HCM",07:00 - 16:59,15.000 - 25.000,Quận 3,15000,25000,20000.0
500,Dimsum Tân Sanh Hoạt,"322 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",04:45 - 11:30,60.000 - 165.000,Quận 3,60000,165000,112500.0
501,Lotteria - Lý Chính Thắng,"250B Lý Chính Thắng, P. 9, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 80.000,Quận 3,30000,80000,55000.0
502,Mực 280 - Mực Một Nắng Chiên Nước Mắm,"278 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",00:00 - 00:00,80.000 - 110.000,Quận 3,80000,110000,95000.0
503,Cơm Văn Phòng Ting Ting - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,10.000 - 100.000,Quận 3,10000,100000,55000.0
504,Cháo Vịt Liên - Nguyễn Thiện Thuật,"21/3 Nguyễn Thiện Thuật, P. 2, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 88.000,Quận 3,30000,88000,59000.0
505,Hỷ Hỷ - Bún Thái - Trần Quốc Toản,"47/36 Trần Quốc Toản, P. 8, Quận 3, TP. HCM",00:00 - 23:59,45.000 - 60.000,Quận 3,45000,60000,52500.0
506,Yến Hương Giang - Bún Bò Huế,"325 Võ Văn Tần, P. 5, Quận 3, TP. HCM",00:01 - 23:59,15.000 - 60.000,Quận 3,15000,60000,37500.0
507,Cháo Lòng - Lòng Nhậu - Trần Văn Đang,"137 Trần Văn Đang, P. 11, Quận 3, TP. HCM",00:00 - 00:00,0 - 0,Quận 3,0,0,0.0
508,Trái Cây Tươi & Ăn Vặt Mướp Fruit - Nguyễn Sơn Hà,"48 Nguyễn Sơn Hà, P. 5, Quận 3, TP. HCM",00:00 - 23:59,0 - 0,Quận 3,0,0,0.0
509,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,"284A Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",00:00 - 00:00,50.000 - 110.000,Quận 3,50000,110000,80000.0
510,Hanuri - Quán Ăn Hàn Quốc - Điện Biên Phủ,"531 Điện Biên Phủ, P. 3, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 100.000,Quận 3,25000,100000,62500.0
511,-18ºC - Food & Drink - Võ Văn Tần,"74 Võ Văn Tần, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 55.000,Quận 3,25000,55000,40000.0
512,Quán Cơm Sinh Viên - Trần Văn Đang,"47G Trần Văn Đang, P. 9, Quận 3, TP. HCM",00:00 - 00:00,6.000 - 22.000,Quận 3,6000,22000,14000.0
513,Cơm Healthy Giảm Cân - Trần Vương,"86/11 Trương Quyền, P.3, Quận 3, TP. HCM",00:00 - 00:00,0 - 0,Quận 3,0,0,0.0
514,"Famy Fruit - Trái Cây Tươi, Ăn Vặt & Sinh Tố - Cách Mạng Tháng 8","540/2/14 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",00:00 - 23:59,39.000 - 99.000,Quận 3,39000,99000,69000.0
515,Bánh Tráng Trộn Long,"34 Nguyễn Thượng Hiền, Quận 3, TP. HCM",00:00 - 00:00,10.000 - 22.000,Quận 3,10000,22000,16000.0
516,Bánh Cuốn Hồng Hiên - Kỳ Đồng,"20 Kỳ Đồng, P. 9, Quận 3, TP. HCM",06:00 - 20:00,25.000 - 55.000,Quận 3,25000,55000,40000.0
517,Phá Lấu Anh - Chung Cư Nguyễn Thiện Thuật,"002 Lô F Chung Cư Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 50.000,Quận 3,20000,50000,35000.0
518,Hồng Ngọc - Bún Bò Huế,"210/12A Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 40.000,Quận 3,20000,40000,30000.0
519,Cơm Tấm Hùng - Hẻm 194 Võ Văn Tần,"194/2 Võ Văn Tần, P. 5, Quận 3, TP. HCM",06:00 - 12:30,28.000 - 35.000,Quận 3,28000,35000,31500.0
520,Bơ By Butterman - Nguyễn Đình Chiểu,"218 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 100.000,Quận 3,20000,100000,60000.0
521,Xôi Gà Truyền Thống 295,"295 Hai Bà Trưng, P. 8, Quận 3, TP. HCM",05:20 - 10:30,15.000 - 40.000,Quận 3,15000,40000,27500.0
522,Cơm Gà Xối Mỡ - Shop Online - Trần Văn Đang,"159/90/66 Trần Văn Đang, P. 11, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 50.000,Quận 3,25000,50000,37500.0
523,Mr Nhoi - Heo Quay Tây Bắc - 179A Nguyễn Thượng Hiền,"179A Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",00:00 - 00:00,50.000 - 300.000,Quận 3,50000,300000,175000.0
524,Thành Đạt - Hủ Tiếu Nam Vang - Lý Thái Tổ,"16 Lý Thái Tổ, P. 2, Quận 3, TP. HCM",00:00 - 23:59,49.000 - 55.000,Quận 3,49000,55000,52000.0
525,Súp Cua Ghiền - Võ Văn Tần,"287 Võ Văn Tần, P. 5, Quận 3, TP. HCM",06:00 - 21:00,15.000 - 30.000,Quận 3,15000,30000,22500.0
526,"Khỏi Lăn Vào Bếp - Phá Lấu, Bún Bò - Nguyễn Thị Minh Khai","238/10 Nguyễn Thị Minh Khai, Phường 6, Quận 3, TP. HCM",00:00 - 00:00,0 - 0,Quận 3,0,0,0.0
527,Bánh Bao Chiên - Huỳnh Tịnh Của,"45 Huỳnh Tịnh Của, Quận 3, TP. HCM",00:00 - 00:00,4.000 - 4.000,Quận 3,4000,4000,4000.0
528,Papa's Food - Cơm Văn Phòng - Nguyễn Đình Chiểu,"Tầng B1, 117 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",00:00 - 00:00,15.000 - 55.000,Quận 3,15000,55000,35000.0
529,Nhà Hàng Chay Thanh Hoàng - Trần Quốc Thảo,"42A1 Trần Quốc Thảo, P.Võ Thị Sáu, Quận 3, TP. HCM",00:00 - 00:00,0 - 0,Quận 3,0,0,0.0
530,Ốc Hòa - Ốc Bình Dân,"195/25 Trần văn Đang, P. 11, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 40.000,Quận 3,30000,40000,35000.0
531,Chiyoda Sushi Viet Nam,"149 Nguyễn Đình Chiểu, P. Võ Thị Sáu, Quận 3, TP. HCM",00:00 - 00:00,150.000 - 300.000,Quận 3,150000,300000,225000.0
532,Bà Xã Vegan - Nhà Hàng Chay - Trương Định,"107K Trương Định, P. 6, Quận 3, TP. HCM",00:00 - 00:00,10.000 - 195.000,Quận 3,10000,195000,102500.0
533,Pizza Hut - Lê Văn Sỹ,"451 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",00:00 - 00:00,50.000 - 300.000,Quận 3,50000,300000,175000.0
534,Bếp Hảo Hảo - Đỉnh Cao Ăn Vặt - Võ Văn Tần,"299 Võ Văn Tần, P. 5, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 95.000,Quận 3,20000,95000,57500.0
535,Hamburger & Bánh Mì - BREAD 24H,"504 Điện Biên Phủ, P. 3, Quận 3, TP. HCM",00:00 - 23:59,15.000 - 40.000,Quận 3,15000,40000,27500.0
536,Cơm Chay Diệu Hạnh,"126 Nguyễn Thượng Hiền, Quận 3, TP. HCM",00:00 - 00:00,15.000 - 22.000,Quận 3,15000,22000,18500.0
537,Naan & Masala - Quán Ăn Ấn Độ,"111 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",00:00 - 00:00,5.000 - 150.000,Quận 3,5000,150000,77500.0
538,Hoàng Ty - Đặc sản Trảng Bàng - Cao Thắng,"106 Cao Thắng, P. 4, Quận 3, TP. HCM",00:00 - 00:00,60.000 - 110.000,Quận 3,60000,110000,85000.0
539,Bún Đậu Mắm Tôm A Chảnh - Nguyễn Thượng Hiền,"359 Nguyễn Thượng Hiền, P. 11, Quận 3, TP. HCM",00:00 - 00:00,23.000 - 55.000,Quận 3,23000,55000,39000.0
540,Cơm Bà Đẻ,"1C Cao Thắng, P. 2, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 66.000,Quận 3,30000,66000,48000.0
541,Bánh Mì Gạch Đỏ - Shop Online,"491/1/2 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",00:00 - 00:00,40.000 - 300.000,Quận 3,40000,300000,170000.0
542,Rocketto Dessert - CMT8,"210/2A Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 00:00,24.000 - 420.000,Quận 3,24000,420000,222000.0
543,Rakuen - Lẩu & Mì Cay,"483 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 200.000,Quận 3,30000,200000,115000.0
544,Lil’ Sago Cơm & Lẩu - Võ Văn Tần,"299 Võ Văn Tần, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 109.000,Quận 3,25000,109000,67000.0
545,Cô Hường - Gỏi Khô Bò - Lê Văn Sỹ,"491A/10 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 45.000,Quận 3,25000,45000,35000.0
546,Mì Gói Xào Bò - Ga Sài Gòn,"Nằm Ngoài Ga Sài Gòn, 1 Nguyễn Thông (Đối Diện 218 Nguyễn Phúc Nguyên), P. 9, Quận 3, TP. HCM",00:00 - 00:00,22.000 - 28.000,Quận 3,22000,28000,25000.0
547,Lotteria - Ga Sài Gòn,"1 Nguyễn Thông, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 88.000,Quận 3,30000,88000,59000.0
548,Tân Tòng Lợi - Mì Sủi Cảo & Vịt Tiềm,"311 Võ Văn Tần, P. 5, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 55.000,Quận 3,30000,55000,42500.0
549,Coco Đác - Sữa Chua Hạt Đác - Võ Thị Sáu,"270B Võ Thị Sáu, P. Võ Thị Sáu, Quận 3, TP. HCM",00:00 - 00:00,22.000 - 55.000,Quận 3,22000,55000,38500.0
550,Bò Né Mia - Bò Né & Bò Bít Tết - Huỳnh Tịnh Của,"31 Huỳnh Tịnh Của, P. Võ Thị Sáu, Quận 3, TP. HCM",00:00 - 00:00,0 - 0,Quận 3,0,0,0.0
551,Cơm Gà Xối Mỡ Mộc - Trần Văn Đang,"159/91 Trần Văn Đang, P. 11, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 45.000,Quận 3,25000,45000,35000.0
552,"Gà Delichi - Gà Nướng Muối Ớt, Gà Lên Mâm & Gà Bó Xôi","117/3 Vườn Chuối, P. 4, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 158.000,Quận 3,25000,158000,91500.0
553,Bún Riêu Cua Ốc 66 - Chợ Võ Văn Tần,"287/66 Nguyễn Đình Chiểu, Quận 3, TP. HCM",00:00 - 00:00,25.000 - 40.000,Quận 3,25000,40000,32500.0
554,Trúc Phương - Tré Bà Đào,"Hẻm 102 Bà Huyện Thanh Quan, P. 9, Quận 3, TP. HCM",00:00 - 00:00,35.000 - 70.000,Quận 3,35000,70000,52500.0
555,Bún Thịt Nướng Tiểu Bảo - Bàn Cờ,"146/2 Bàn Cờ, P. 3, Quận 3, TP. HCM",00:00 - 00:00,35.000 - 65.000,Quận 3,35000,65000,50000.0
556,Văn Cao - Cơm Gà Xối Mỡ & Cơm Gà Mắm Tỏi - Trần Văn Đang,"79/58 Trần Văn Đang, P. 11, Quận 3, TP. HCM",00:00 - 00:00,15.000 - 999.000,Quận 3,15000,999000,507000.0
557,Sầu Riêng Sạch Cái Mơn - Cách Mạng Tháng 8,"394 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",00:00 - 23:59,50.000 - 100.000,Quận 3,50000,100000,75000.0
558,Bánh Tiêu Tân Định,"23 Rạch Bùng Binh, P. 10, Quận 3, TP. HCM",06:00 - 21:00,5.000 - 5.000,Quận 3,5000,5000,5000.0
559,Bún Bò Huế Chú Há,"300 Võ Văn Tần, Quận 3, TP. HCM",00:00 - 00:00,45.000 - 61.000,Quận 3,45000,61000,53000.0
560,Takki - Bánh Mì Kebab - Kỳ Đồng,"7 Kỳ Đồng, P. 9, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 25.000,Quận 3,20000,25000,22500.0
561,Ánh Hồng - Bún Chả Hàng Mành Hà Nội - Lý Chính Thắng,"144C Lý Chính Thắng, P. 7, Quận 3, TP. HCM",00:00 - 00:00,15.000 - 55.000,Quận 3,15000,55000,35000.0
562,Chè Hiển Khánh,"718 Nguyễn Đình Chiểu, Quận 3, TP. HCM",00:00 - 00:00,10.000 - 33.000,Quận 3,10000,33000,21500.0
563,Bánh Canh Chả Cá - Đặc Sản Phan Rang - 177 Trương Định,"177/7 Trương Định, P. 9, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 50.000,Quận 3,30000,50000,40000.0
564,Sầu Riêng Sạch & Trái Cây Sạch 436 - Cách Mạng Tháng 8,"436/11/1 Cách Mạng Tháng Tám, P. 11, Quận 3, TP. HCM",00:00 - 00:00,20.000 - 460.000,Quận 3,20000,460000,240000.0
565,Hutong - Hot Pot Paradise - Cao Thắng,"106A Cao Thắng, P. 4, Quận 3, TP. HCM",00:00 - 00:00,30.000 - 350.000,Quận 3,30000,350000,190000.0
